level_0,level_1,level_2,epoch_signal
6,0,19,-1.064683108273828e-05
6,0,20,-8.178083347947646e-06
6,0,21,-5.8472804956198545e-06
6,0,22,-3.687460466985932e-06
6,0,23,-1.32716706661477e-06
6,0,24,1.1221708686076884e-06
6,1,0,4.363066701884676e-07
6,1,1,-1.182285558907612e-06
6,1,2,-2.049625285127204e-06
6,1,3,-1.6776046572757644e-06
6,1,4,-1.1122054440623958e-06
6,1,5,-1.7517513958416152e-06
6,1,6,-4.137901912868423e-06
6,1,7,-7.435013068802848e-06
6,1,8,-1.038971256114114e-05
6,1,9,-1.224499883448703e-05
6,1,10,-1.3211906677010007e-05
6,1,11,-1.3835836058830259e-05
6,1,12,-1.4528789541181763e-05
6,1,13,-1.5231524821095535e-05
6,1,14,-1.5757761373765933e-05
6,1,15,-1.575787342351486e-05
6,1,16,-1.4845951448693145e-05
6,1,17,-1.255574480247862e-05
6,1,18,-8.932191982553405e-06
6,1,19,-4.750261430516077e-06
6,1,20,-1.4166479770304796e-06
6,1,21,1.5069228081205646e-07
6,1,22,1.6684389514336575e-07
6,1,23,-6.184191171379813e-08
6,1,24,4.891173903285555e-07
6,2,0,6.313664292468342e-06
6,2,1,5.020866303549949e-06
6,2,2,4.275063538482427e-06
6,2,3,4.6487152541563315e-06
6,2,4,5.832933034586652e-06
6,2,5,6.418706566513799e-06
6,2,6,5.3764860131999244e-06
6,2,7,2.370904293315921e-06
6,2,8,-1.5109204694044098e-06
6,2,9,-4.900733329389926e-06
6,2,10,-6.496379597989909e-06
6,2,11,-6.267138180811153e-06
6,2,12,-4.840911496388337e-06
6,2,13,-3.4650144305222016e-06
6,2,14,-2.6550611833049714e-06
6,2,15,-2.4400282563669156e-06
6,2,16,-1.9690318661201833e-06
6,2,17,-8.023920719519006e-07
6,2,18,1.197328783398038e-06
6,2,19,3.208612226962852e-06
6,2,20,4.699187845282261e-06
6,2,21,5.398566725898596e-06
6,2,22,6.111463972165642e-06
6,2,23,7.369550549576811e-06
6,2,24,9.302961691373386e-06
7,0,0,2.0491783230443044e-05
7,0,1,2.070091899364693e-05
7,0,2,1.9811485548954237e-05
7,0,3,1.797616450359917e-05
7,0,4,1.6158326129459975e-05
7,0,5,1.5253816900366048e-05
7,0,6,1.578715624296525e-05
7,0,7,1.7119923978036996e-05
7,0,8,1.8148932119722394e-05
7,0,9,1.7671956711217112e-05
7,0,10,1.5664275503371287e-05
7,0,11,1.309160308164139e-05
7,0,12,1.178932670259776e-05
7,0,13,1.2896342569814509e-05
7,0,14,1.6410203778709524e-05
7,0,15,2.0692400302345306e-05
7,0,16,2.3915584089839216e-05
7,0,17,2.4852675057614963e-05
7,0,18,2.3974904973151604e-05
7,0,19,2.242909574077048e-05
7,0,20,2.1403470919426093e-05
7,0,21,2.0832893225202604e-05
7,0,22,2.0163369781909428e-05
7,0,23,1.869954167557197e-05
7,0,24,1.6776405641271254e-05
7,1,0,2.021949215420696e-05
7,1,1,1.929877209130707e-05
7,1,2,1.8589037340064154e-05
7,1,3,1.8056512904729882e-05
7,1,4,1.8028474274050057e-05
7,1,5,1.844204407657748e-05
7,1,6,1.9526982505276534e-05
7,1,7,2.0639835873374128e-05
7,1,8,2.1176868492113325e-05
7,1,9,2.0126000463046136e-05
7,1,10,1.7651041243147716e-05
7,1,11,1.445841938847183e-05
7,1,12,1.2368556238149197e-05
7,1,13,1.238064742469262e-05
7,1,14,1.478770013116598e-05
7,1,15,1.808221158740612e-05
7,1,16,2.080635198662209e-05
7,1,17,2.1668005824729882e-05
7,1,18,2.1175211028944116e-05
7,1,19,2.011320641898671e-05
7,1,20,1.9632699260602876e-05
7,1,21,1.948076416663101e-05
7,1,22,1.942177652218232e-05
7,1,23,1.8865579030801784e-05
7,1,24,1.8464551524196584e-05
7,2,0,1.3071010666094876e-05
7,2,1,1.3373264136232643e-05
7,2,2,1.3860741662114731e-05
7,2,3,1.416614707713793e-05
7,2,4,1.3912239435683775e-05
7,2,5,1.2984237594295105e-05
7,2,6,1.1742406234032006e-05
7,2,7,1.0579532839378829e-05
7,2,8,9.549173552344343e-06
7,2,9,8.119640672732376e-06
7,2,10,5.764728206894966e-06
7,2,11,2.561356306582876e-06
7,2,12,-4.341424820386149e-07
7,2,13,-1.8908995398128332e-06
7,2,14,-1.1273352524497209e-06
7,2,15,1.2192776193629872e-06
7,2,16,3.7978844031609125e-06
7,2,17,5.523725204057621e-06
7,2,18,6.424979169666455e-06
7,2,19,7.207888955321369e-06
7,2,20,8.431820731991091e-06
7,2,21,9.796866798307622e-06
7,2,22,1.0643711879662599e-05
7,2,23,1.0663688021590007e-05
7,2,24,1.0364144118108138e-05
8,0,0,8.297883447041859e-06
8,0,1,7.453910913795766e-06
8,0,2,6.3424377948781505e-06
8,0,3,4.975519624639594e-06
8,0,4,2.856612851976701e-06
8,0,5,-1.7452903453839432e-07
8,0,6,-4.049851910488335e-06
8,0,7,-7.853627292819354e-06
8,0,8,-1.082591350256895e-05
8,0,9,-1.2448446253943385e-05
8,0,10,-1.324242931965633e-05
8,0,11,-1.3745211095012142e-05
8,0,12,-1.4406058686316885e-05
8,0,13,-1.4775157835243756e-05
8,0,14,-1.4533158026198414e-05
8,0,15,-1.3526795575328847e-05
8,0,16,-1.2476861779233241e-05
8,0,17,-1.1802173133552789e-05
8,0,18,-1.1636562149445518e-05
8,0,19,-1.1208166855462517e-05
8,0,20,-1.0199426621609203e-05
8,0,21,-8.71363458169452e-06
8,0,22,-7.766590103754252e-06
8,0,23,-7.721372209295587e-06
8,0,24,-8.354200815006356e-06
8,1,0,2.636236643586108e-06
8,1,1,1.6251666480700169e-06
8,1,2,-5.053353636680317e-07
8,1,3,-2.9738414457128033e-06
8,1,4,-5.402697650895604e-06
8,1,5,-7.61388012028493e-06
8,1,6,-1.0329816149572894e-05
8,1,7,-1.3685162615927494e-05
8,1,8,-1.7557495709899745e-05
8,1,9,-2.0920845002153437e-05
8,1,10,-2.336509677007938e-05
8,1,11,-2.4640243285562738e-05
8,1,12,-2.5325848050614412e-05
8,1,13,-2.5428043242403013e-05
8,1,14,-2.5089475467271732e-05
8,1,15,-2.3960146420507074e-05
8,1,16,-2.2455328478743555e-05
8,1,17,-2.073431272921059e-05
8,1,18,-1.9246556908306578e-05
8,1,19,-1.7522298992012422e-05
8,1,20,-1.551124173978331e-05
8,1,21,-1.312111145578118e-05
8,1,22,-1.138182286602367e-05
8,1,23,-1.082300675745877e-05
8,1,24,-1.179730624543214e-05
8,2,0,1.6397047391955512e-05
8,2,1,1.6260126964340012e-05
8,2,2,1.489902664989645e-05
8,2,3,1.299845045011044e-05
8,2,4,1.0922559321402522e-05
8,2,5,8.697402647611164e-06
8,2,6,5.696462261158409e-06
8,2,7,1.765947153156301e-06
8,2,8,-2.808214090700657e-06
8,2,9,-6.983096786289985e-06
8,2,10,-1.0122946119603827e-05
8,2,11,-1.1956405974973452e-05
8,2,12,-1.2999604417005244e-05
8,2,13,-1.3476411023291362e-05
8,2,14,-1.3488283931103106e-05
8,2,15,-1.2600085944031712e-05
8,2,16,-1.0869815176275596e-05
8,2,17,-8.590292546380943e-06
8,2,18,-6.61813256413687e-06
8,2,19,-5.180154116598391e-06
8,2,20,-4.1162763113253005e-06
8,2,21,-2.5694180677395207e-06
8,2,22,-3.226443416553637e-07
8,2,23,2.316013376862941e-06
8,2,24,4.1395018959716236e-06
9,0,0,-4.897340914101762e-06
9,0,1,-7.557665343324322e-06
9,0,2,-1.0493956662624426e-05
9,0,3,-1.4102959749891751e-05
9,0,4,-1.766033264115948e-05
9,0,5,-2.0232047546853084e-05
9,0,6,-2.1016279374026195e-05
9,0,7,-2.05155246804919e-05
9,0,8,-1.9679087856659108e-05
9,0,9,-1.9500352500011805e-05
9,0,10,-1.9640695538140017e-05
